course_title,course_detail,course_url
"쉽게 배우는 일러스트CC(그래픽, 생성형 AI)","2D 그래픽의 대표적인 벡터 드로잉 프로그램인 일러스트레이터의 기본적인 사용법을 이해하고 이를 활용한 이미지 제작과 AI 기능을 통한 이미지 표현를 극대화하여 창의적인 디자인 작업에 자유롭게 적용할 수 있는 전문적인 시각 표현 기술을 익히는데 그 목표를 둔다.

1. 일러스트레이터의 기본적인 도구 사용법을 익힌다.
2. 다양한 벡터이미지를 제작할 수 있도록 여러 가지 형태를 실습한다.
3. 일러스트레이터의 그래픽 효과를 이미지에 적용하여 표현력을 높이도록 한다.
4. AI 기능을 활용하여 아이디어에 맞는 적합한 이미지를 빠르게 생성하고 퀄리티 높은 결과물을 제작하도록 한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=ACG20253001079987&tracseTme=38&cstmConsTme=&crseTracseSe=C0031&trainstCstmrId=500020020261&tracseReqstsCd=&focusId=
누구나 뚝딱하면 만들어지는 광고 콘텐츠 생성,"1. 광고 기획부터 콘셉트 개발까지 효과적인 광고 전략을 수립하고, 창의적인 아이디어 발상법을 습득한다.
2. 촬영, 일러스트, 2D·3D 그래픽 디자인 등 광고 제작의 모든 과정을 이해하고 AI 도구를 활용한 효율적인 제작 기술을 학습한다.
3. 온라인·인쇄·영상 광고 등 다양한 매체 특성에 맞는 콘텐츠 제작 및 편집 능력을 강화한다.
4. 광고 론칭 후 성과 분석과 PR 전략을 통해 광고 효과를 극대화하고 지속적으로 관리할 수 있는 역량을 기른다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001130854&tracseTme=9&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
"[계좌제] 일잘러들의 업무파트너, ChatGPT 스마트하게 일하라","1. 생성형 AI의 기본 개념과 작동 원리를 파악하고, 이를 실무에 적용할 수 있다.
2. ChatGPT의 기본적인 사용 방법과 실용적인 스킬을 습득하여, 일상 및 업무에서 효율적으로 활용할 수 있다.
3. 다양한 실무 적용 사례를 이해하고, 실습을 통해 실용성 높은 활용 능력을 향상시킬 수 있다.
4. ChatGPT와 다른 AI 서비스의 차별성 및 통합 활용 방안을 이해하고, 실무에 적용할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001075227&tracseTme=40&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
챗GPT와 업무자동화 입문&실무(엑셀 구글 시트 파워포인트 파이썬 자동화),"1) ChatGPT를 도입하여 엑셀 작업의 자동화를 실현함으로써, 데이터 수집·분석 및 안전한 관리를 통해 관련 부서에 필요한 정보를 적시에 제공할 수 있다.
2) ChatGPT를 이용하면 구글 스프레드시트 작업을 자동화하여, 내부 및 외부의 요청에 따라 문서를 효율적으로 작성할 수 있다.
3) ChatGPT를 활용하여 프레젠테이션 작성 기술을 향상시킬 수 있습니다. 이를 통해 사무 문서 작성 업무를 더욱 전문적으로 수행하며, 프레젠테이션 프로그램을 활용한 커뮤니케이션 및 정보 전달 능력을 강화할 수 있다.
4) ChatGPT와 파이썬 프로그래밍을 결합하여 업무 관련 데이터의 수집·분석 및 안전한 관리를 자동화함으로써, 관련 부서에 유용한 정보를 제공할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000495954&tracseTme=2&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500035573934&tracseReqstsCd=&focusId=
생성형AI 활용 UI/UX 제작 편집(포토샵),"1. UI 아키텍처 설계 후 시각적인 요소를 디자인하기 위해 비주얼 디자인 콘셉트를 도출하며 이 콘셉트에 근거하여 GUI 디자인 요소를 선정할 수 있는 능력을 함양할 수 있다.
2. 이미지 생성 인공지능(AI)인 스테이블 디퓨전(stable diffusion), 뤼튼 등 을 활용하여 인공지능 이미지 생성을 위한 프롬프트를 작성하고 세팅 값을 조절하여 이미지 품질을 향상시키고 시각적 사고능력을 강화할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000484816&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020025920&tracseReqstsCd=&focusId=
유튜브(YouTube)영상편집 쉽게 배우기!,"1. 본 제작 이후 촬영된 영상을 편집하고 영상을 재구성하여 영상물로 만들 수 있다.
2. 컴퓨터 그래픽을 활용해 편집된 영상물의 퀄리티를 상승시키고 콘셉트에 맞는 영상물을 제작할 수 있다.
3. 영상 편집, 색보정, 렌더링까지 전반적인 내용을 이해하고 제작할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000474541&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020046288&tracseReqstsCd=&focusId=
"[단 10일!!]오후에 하는 유튜브 영상편집(프리미어,에프터이펙트)","1. 디지털디자인 소프트웨어를 활용하여 화면 구성 요소, 아이콘, 서체를 포함한 디자인ㆍ애니메이션을 제작하고 비교할 수 있다.
2. 제작된 화면 디자인에 필요한 사운드나 애니메이션을 구현하여 프로젝트 결과물과 유사한 프로토타입을 제작할 수 있다.
3. 서비스, 제작물의 통합적인 아이덴티티를 고려하여 디자인 가이드를 조합할 수 있다.
4. 디자인 요소 중 심미적 요소를 활용하여 조형적 아름다움을 표현할 수 있다.
5. 영상제작에 필요한 능력을 배우고 제작과정을 마친 영상물에 시각효과, 합성, 편집과정을 거쳐 완성된 형태의 콘텐츠를 유튜브에 업로드하여 운영관리 할 수 있는 능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20220000368928&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020046871&tracseReqstsCd=&focusId=
쇼핑몰 취업 및 창업(포토샵/카페24/스마트스토어)&AI활용.마케팅(SNS/유튜브/블로그),"
- 고객이 유통채널을 선택하는 기준을 파악하여 기존고객이 자사 유통채널로부 터 이탈하지 않도록 하고, 신규고객이 자사 유통채널로 유입되도록 관리하는 능력을 함양 할 수 있다
- 쇼핑몰 창업 및 취업에 필요한 쇼핑몰관리, 쇼핑몰상세페이지제작, 마케팅능력을 함양 할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20250000539513&tracseTme=2&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020048300&tracseReqstsCd=&focusId=
"유튜브 영상편집(프리미어, 에프터이펙트) 콘텐츠 제작 실무","■ 영상 콘텐츠 제작 기술을 습득하여 전문적인 디지털 콘텐츠 제작 능력을 향상시키고, 다양한 콘텐츠를 개발하여 유튜브 채널을 효과적으로 운영 및 관리할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000475880&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500035530560&tracseReqstsCd=&focusId=
(산대특)ChatGPT(생성형AI) 활용 디지털 콘텐츠 크리에이터 양성,"생성형 AI와 디지털 디자인 도구를 활용하여 콘텐츠 자동화 기획 및 영상·그래픽·UI 콘텐츠를 제작할 수 있는 역량을 함양하고, ChatGPT, Stable Diffusion, Adobe 툴, Figma 등을 기반으로 정보통신 융합산업 분야의 디지털 콘텐츠 제작 및 편집 실무를 수행할 수 있는 능력을 배양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20253001129972&tracseTme=2&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020013990&tracseReqstsCd=&focusId=
완전초보도 가능한 Ai활용 SNS 콘텐츠 제작 실무과정,"SNS에서 효과적인 홍보 영상을 기획,제작,배포할 수 있는 실무 능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20250000537948&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020012631&tracseReqstsCd=&focusId=
고품질 이미지 AI 모델 개발자 양성과정,"￭ 인공지능 분야에 대한 취업 의지가 있는 자.
￭ 배우고자 하는 의지가 높고 끈기 있는 자.
￭ 전문대졸 이상의 학력 소지자나 정보처리 산업기사 이상의 자격증 보유자.
￭ IT관련 전공자 이거나 관련 경력 보유자.
￭ 대학 2년제 이상 졸업 또는 졸업예정자
￭ 정보처리 또는 빅데이터 관련 유사 전공.
￭ 정보처리 또는 빅데이터 관련 유사 선수학습.
￭ 정보처리(산업)기사, 빅데이터 관련 유사 자격 소지자 우대
￭ 정보처리 또는 빅데이터 관련 유사 직무 경험.
￭ 훈련과정 수료 후, 취업에 대한 의지가 강한 자.
￭ 직장인으로서 갖추어야 할 책임감과 성실함을 갖춘 자.
￭ 컴퓨터의 기본적인 활용이 가능한 자.
￭ 원활한 의사소통이 가능한 자.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000498305&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020060019&tracseReqstsCd=&focusId=
"빅데이터 분석을 위한 AI(머신러닝,딥러닝기반)서비스 개발자 양성(JAVA,파이썬)","1 해당 훈련과정 참여를 희망하는 인원을 대상으로 서류 및 필기평가를 실시하여 서류전형(과 필기전형에 대해 심사를 실하고 60점 이상인 경우 PASS
※ 세부 평가 항목 항목은 훈련생 서류 및 필기평가표 참고
※ 서류전형(필기시험) FAIL(미패스)자에 대해서는 훈련기관에서 제공하는 온라인동영상(이젠에듀) 교육 수강 이후 10시간 집체 보충교육을 추가적으로 실시하고 서류전형(필기시험)재심사 실시.
온라인동영상링크: 이젠에듀 (ezenac.co.kr)

2. 서류 및 필기평가를 통해 60점 이상의 득점자를 대상으로 면접전형(의사전달 능력, 교육 관심도, 장기과정 수료의지, 지원 동기 및 태도)을 실시하여 60점 이상인 훈련생을 최종 선발
※ 세부 평가 항목 항목은 면접표 참고",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000459133&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500036114086&tracseReqstsCd=&focusId=
생성 AI 응용 서비스 개발자 양성 과정,"""- 학력 무관
- 단, 4년제 대학(학사 이상) 졸업 및 졸업 예정자
(`24년 8월 까지) 서류전형 우대""
""- 전공 무관
- 단, 컴퓨터공학, 데이터사이언스,
응용소프트웨어 등 IT 및 SW 관련 전공자 서류전형 우대""
""- 서류전형 합격자 대상, 모의 코딩테스트 진행
200점 (400점 만점 기준) 이상 선발""
""- IT 관련 공인자격증 보유자 서류전형 우대
(정보처리기사, 정보처리산업기사, ADsP 등)""
""- 관련 분야 근무경험 증빙서류 제출 시,
서류전형 우대
- SW개발 관련 포트폴리오 제출 시,
서류전형 우대""
""- 인터뷰전형 시, 참여의지 등 적극성 부분
30점 배점 평가""",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000459356&tracseTme=9&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500039727504&tracseReqstsCd=&focusId=
UXUI디자인&웹기획 프론트엔드 부트캠프,"UX/UI Digital Component, Web/Mobile UX Planing(기획/설계), Web/Mobile UI Style Design, Web/Mobile UX/UI 브레인스토밍 워크샵, K-Brand Contents Web/Mobile UX/UI 프로젝트, AI챗봇 지원 팬덤 커뮤니티 Mobile UX/UI 프로젝트 등의 학습을 진행한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000498253&tracseTme=6&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020017427&tracseReqstsCd=&focusId=
오픈마켓판매실전(네이버스마트스토어/검색엔진/상세페이지/블로그/인스타/페이스북/유튜브/SNS/검색광고),"1. 검색엔진 최적화에 의한 네이버스마트스토어 상품등록과 제품 및 브랜드홍보, 광고기법, 데이터에의한 성공적인 제품소싱과 검색광고를 통해 효과적인 판매를 할 수 있다.
2. 네이버블로그, 페이스북, 인스타그램, 모두, 유투브, 에널리스틱연동과 홍보전략에 대한 실전으로 온라인비즈니스에 활용할 수 있다.
3. 쿠팡Wing판매를 위한 통합솔루션 사용법과 대량등록, 광고법을 익혀 성공적으로 판매할 수 있다.
4. 자사몰을 운영 기업에 온라인 판매원으로 취업하거나 창업할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000484252&tracseTme=9&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020057282&tracseReqstsCd=&focusId=
부트스트랩활용 UI/UX 웹퍼블리셔 취업포트폴리오 완성반,"1. UI 설계 산출물과 GUI 디자인 가이드, UI 구현 표준을 바탕으로 부트스트랩을 활용한 저작도구를 활용하여 UI 최종 결과물 제작 능력을 함양할 수 있다.
2. UI/UX 웹디자인 및 웹퍼블리셔 코딩 업무를 수행할 수 있는 능력을 함양하여 취업용 포트폴리오를 제작할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20220000383619&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020056026&tracseReqstsCd=&focusId=
AI로 디지털 디자이너 만들기 프로젝트!,"1. 디지털 디자인 실무에 필요한 최신 트렌드와 데이터 기반 시장 분석을 통해 경쟁력을 갖춘 디자인 전략을 수립한다.
2. AI 툴을 활용하여 UI·UX 설계, 프로토타입 제작, 멀티미디어 콘텐츠 기획 및 제작 과정을 효율화한다.
3. 사용성 테스트와 데이터 분석을 통해 사용자 중심의 디자인을 구현하고, 프로젝트 품질을 지속적으로 개선한다.
4. 디자인 프로젝트의 사후 관리 및 유지·보수를 위한 AI 기반 전략을 학습하여 지속 가능한 디자인 운영 능력을 강화한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001130857&tracseTme=9&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
매출을 200% 올리는 콘텐츠 서비스와 마케팅 끝판왕!,"1. 콘텐츠 비즈니스의 기획 단계부터 실행까지 전 과정에 대한 체계적인 이해를 바탕으로, 효과적인 콘텐츠 환경 분석과 서비스 계획 수립 능력을 배양한다.
2. 다양한 콘텐츠 유형과 플랫폼에 대한 깊은 이해를 바탕으로, 창의적이고 효과적인 콘텐츠 제작 기술을 습득한다.
3. 최신 AI 도구들을 적극 활용하여 비용 효율적이고 질 높은 콘텐츠를 생산하며, 데이터 분석을 통해 전략적인 콘텐츠 마케팅 계획을 수립한다.
4. 소셜 미디어와 유튜브 등의 플랫폼을 통한 마케팅 전략을 실전에 적용함으로써 구독자 및 팔로워 증가를 이끌고, 콘텐츠 서비스의 지속 가능성을 확보한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001130859&tracseTme=9&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
업무효율화를 위한 ChatGPT 및 생성 AI 활용법,"1. 인공지능의 개념과 발전 과정을 이해한다.
2. 생성형 AI와 다양한 도구를 활용하여 실무와 창의적 작업에 적용한다.
3. 인공지능 기술이 사회, 직업, 윤리, 법적 측면에 미치는 영향을 분석한다.
4. 효과적인 프롬프트 작성 능력과 실용적인 활용 능력을 통해 미래 사회의 변화와 혁신을 주도할 수 있는 역량의 인재를 양성한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20250000540017&tracseTme=10&cstmConsTme=&crseTracseSe=C0105&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
피그마(Figma)를 활용한 UIUX 웹&앱 입문,기획된 UI/UX 콘셉트에 따라 정보구조 및 설계를 기반으로 스마트 기기의 사용성과 매체의 특성을 반영하여 피그마(Figma)를 활용 한 UI디자인을 할 수 있다.,https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000480013&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020025920&tracseReqstsCd=&focusId=
"쉽게 배우는 애프터이펙트(영상모션그래픽, 생성형 AI)","1. 애프터이펙트를 활용하여 모션그래픽을 제작할 수 있다.
2. 다양한 모션그래픽 제작 방법을 습득하여 영상 제작 범위를 넓히고, 취업에 꼭 필요한 애프터이펙트 활용 능력을 향상시킬 수 있다.
3. AI 플러그인 및 포토샵 생성형 AI를 이용해 자연스러운 합성을 할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001130851&tracseTme=7&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020020261&tracseReqstsCd=&focusId=
[계좌제] 업무 단축 끝판왕! 생성형 AI 마스터 클래스,"	
1. 생성형 AI의 업무 도입 방법을 이해하고, 업무에 적용할 수 있다.
2. 고급 생성형 AI 도구의 기능과 활용 방법을 설명할 수 있다.
3. 생성형 AI를 활용하여 복잡한 텍스트, 이미지, 음성 등 다양한 형태의 데이터를 생성할 수 있다.
4. 실무에 적용 가능한 생성형 AI 솔루션을 설계하고 구현할 수 있다.
5. 생성형 AI 도구를 활용하여 업무 효율성을 극대화할 수 있는 전략을 수립할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AVA20253001130722&tracseTme=9&cstmConsTme=&crseTracseSe=C0055&trainstCstmrId=500020055159&tracseReqstsCd=&focusId=
(스마트웹&콘텐츠개발)UI/UX 웹디자인 웹퍼블리셔 프론트엔드 웹개발자 양성 A,"가. 다양한 스마트기기 플랫폼에 적용가능한 웹기반의 콘텐츠 서비스를 기획, 분석, 설계, 구현, 테스트, 배포 및 유지보수하는 능력을 함양할 수 있다.
나. 사용자의 이용 형태와 트랜드 및 기술 환경을 분석하고 새로운 사용자 경험 모델을 제시하여 이를 현실화 시킬 수 있는 UI/UX 콘셉트기획, UI/UX요구분석, UI 아키텍처 설계, UI 구현, UI 제작, 스마트문화앱 디자인, 설계, 제작, 테스트 등을 거쳐 애플리케이션을 배포하는 업무능력을 함양할 수 있다.
다. 프로그래밍 언어(html, javascript, jquery)를 활용하여 반응형 웹표준 기술을 통해 스마트 기기에 시각적으로 표현하고, 각 요소에 동작을 구현하여 인터렉티브한 퍼블리싱 업무능력을 함양할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000485358&tracseTme=53&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020041301&tracseReqstsCd=&focusId=
"(멀티미디어) AI도구(챗GPT, 뤼튼AI, Playground AI)융합 영상편집 콘텐츠 제작(모션그래픽,프리미어,에펙) B","'- 영상콘텐츠, 음향콘텐츠 제작하는 기능을 습득하고 디지털 콘텐츠 구현을 통해서 영상콘텐츠와 융합하는 능력을 함양 할 수 있다.
- 영상 콘텐츠 편집 작업, 사운드 디자인 작업, 영상 그래픽 작업을 할 수 있다.
- 참신하고 감각적인 영상 소스를 선별할 수 있는 능력을 키워 훈련생 스스로 그래픽 툴을 활용하여 제작한 소스를 가지고 다양한 플랫폼에 상영할 수 있는 영상 콘텐츠를 제작할 수 있다.
- AI도구를 활용하여 AI 이미지, 영상 생성, 제작, 합성 등의 AI 융합 작업 능력을 함양할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000492996&tracseTme=13&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020041301&tracseReqstsCd=&focusId=
"(멀티미디어) 디지털 영상편집(프리미어 프로, 애프터 이펙트, 시네마4D)_D","1. 영상 및 3D 콘텐츠를 제작하는 기능을 습득하고 디지털콘텐츠 구현을 위한 프로그래밍과 콘텐츠와 관계되는 다양한 산업과 융복합하는 기능 및 기술을 함양한다.
2. 멀티미디어 콘텐츠 제작에 필요한 저작도구를 사용하여 디지털콘텐츠, 영상콘텐츠 등을 제작하는 능력을 함양한다.
3. 다양한 광고물을 기획, 제작하는 능력을 함양한다.
4. 멀티미디어 콘텐츠 저작도구와 그래픽 소프트웨어를 통합적으로 활용할 수 있는 능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000488382&tracseTme=2&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500033349456&tracseReqstsCd=&focusId=
[과정평가형]멀티미디어콘텐츠제작(영상편집디자인 및 기획)자격증취득 및 취업A,"□ 다양한 사용자의 요구에 맞는 멀티미디어 콘텐츠의 기획, 설계, 디자인 및 프로그래밍, 제작, 관리 직무를 수행할 수 있는 인력 양성을 목표로 한다.
□ 과정평가형 멀티미디어콘텐츠제작전문가 자격증 취득을 목표로 한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000500330&tracseTme=2&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020062241&tracseReqstsCd=&focusId=
[디지털디자인]트렌디한 UI/UX반응형 웹제작을 위한 웹퍼블리셔(디자인&코딩)프론트엔드 C,"1. 스마트 기기에 적용 가능한 서비스에 대하여 사용자 경험과 니즈를 분석하여 정보 설계, UI 설계, 화면 설계를 할 수 있는 능력을 함양할 수 있다.
2. 다양한 종류의 디지털 환경에서 제공되는 서비스ㆍ콘텐츠를 사용 목적과 용도에 맞게 최적화하여 디자인하고 효과적으로 구현할 수 있는 능력을 함양할 수 있다.
3. 다양한 해상도에 적용할 수 있는 반응형 웹 사이트 제작 기술(디자인 및 코딩) 능력을 함양할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000491075&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020016714&tracseReqstsCd=&focusId=
"UIUX 프론트엔드 웹디자인(Figma,html,css,javascript)_C","스마트기기에 적용 가능한 서비스에 대하여 사용자 경험과 니즈를 분석하여 정보설계, UI설계, 화면설계 등을 구현할 수 있는 인재 양성을 목표로 한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000492008&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020025093&tracseReqstsCd=&focusId=
"(멀티미디어)영상편집,모션그래픽,3D그래픽3","1. 멀티미디어 콘텐츠 제작의 후반 단계인 편집과 그래픽 능력을 함양할 수 있다.
2. 다양한 멀티미디어 콘텐츠들의 자막이나 각종 화면 효과는 필수 요소로 자리 잡았으며 그 수준에 관계없이 쓰임이 다양하다. 이 과정에서는 기본적인 영상 편집능력을 바탕으로 효과편집과 종합편집 할 수 있는 능력을 함양한다.
3. 촬영 단계 없이 2D, 3D 그래픽 제작 능력만으로도 소스가 되는 그래픽 제작 능력을 함양한다.
4. 제작된 정적 그래픽 소스에 모션을 추가하여 크리에이티브한 멀티미디어 콘텐츠를 제작할 수 있는 능력을 함양한다.
5. 영상편집, 효과편집, 종합편집 기술 및 2D&3D그래픽(3D캐릭터 제작, 3D배경소품 제작, 3D텍스쳐 맵핑, 3D장면 구성, 3D애니메이팅, 3D렌더링) 구현능력을 익혀 이와 관계되는 다양한 산업에 필요한 인재양성을 목표로 한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000497749&tracseTme=9&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020042738&tracseReqstsCd=&focusId=
"(BIM)건축설계&실내건축설계(캐드,레빗,스케치업,맥스)","건축설계를 위한 조사분석을 통해 건축설계기획과 기획에 따른 2도면작성 및 해석, 설계도서작성, 경관설계 등을 할 수 있고 실내건축설계를 위한 실내건축설계자료조사분석 및 기획과 기획에 따른 실내건축설계도서를 작성할 수 있으며 설계도서를 바탕으로 시각화 및 프레젠테이션 할 수 있다. 건축 및 실내건축 설계도서를 기반으로 3차원 그래픽을 구현할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000459965&tracseTme=5&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020025920&tracseReqstsCd=&focusId=
[핵심콕콕] 정보처리산업기사 자격 취득과정(필기),"1. 정보시스템 기반 기술을 활용하여 소프트웨어 기능에 대한 구현 및 테스트를 수행할 수 있고 사용자에게 배포할 수 있다.
2. 정보시스템 기반 기술, 프로그래밍 언어, 데이터베이스에 대한 이론을 학습하여 정보처리산업기사 (필기) 자격증을 취득할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000490204&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020054641&tracseReqstsCd=&focusId=
(산대특)AI활용 편집출판(디지털매거진/멀티미디어) 크리에이터(양성),"생성형AI를 활용한 편집출판 및 디지털매거진/전자출판물제작을 할수 있으며, 완성된 결과물에 대한 광고홍보를 위한 멀티미디어를 완성할 수 있다",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20253001086697&tracseTme=4&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020055245&tracseReqstsCd=&focusId=
블렌더(Blender)를 활용한 3D 그래픽 디자인 & 애니메이션,"1. 그래픽 소프트웨어를 활용하여 캐릭터의 3차원 형태를 모델링을 하고, 색상과 질감을 표현하는 텍스쳐 맵핑을 제작할 수 있다.
2. 그래픽 소프트웨어를 활용하여 배경의 3차원 형태를 모델링을 하고, 색상과 질감을 표현하는 텍스쳐 맵핑을 제작할 수 있다.
3. 기획 내용을 바탕으로 3D 애니메이션을 설계하고 제작할 수 있다.
4. 멀티미디어 콘텐츠를 제작하기 위한 모든 기능을 올 인원(All in one) 프로그램인 블렌더(Blender)를 활용하여 기획에서 모델링, 맵핑, 라이팅, 렌더링, 애니메이션까지 게임콘첸츠 제작의 기능들을 학습하고 게임그래픽을 제작할 수 있다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20220000391077&tracseTme=1&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500020062241&tracseReqstsCd=&focusId=
"(멀티미디어) 디지털 영상편집(프리미어 프로, 애프터 이펙트, 시네마4D)_C","1. 영상 및 3D 콘텐츠를 제작하는 기능을 습득하고 디지털콘텐츠 구현을 위한 프로그래밍과 콘텐츠와 관계되는 다양한 산업과 융복합하는 기능 및 기술을 함양한다.
2. 멀티미디어 콘텐츠 제작에 필요한 저작도구를 사용하여 디지털콘텐츠, 영상콘텐츠 등을 제작하는 능력을 함양한다.
3. 다양한 광고물을 기획, 제작하는 능력을 함양한다.
4. 멀티미디어 콘텐츠 저작도구와 그래픽 소프트웨어를 통합적으로 활용할 수 있는 능력을 함양한다.",https://m.work24.go.kr/hr/a/a/3100/selectTracseDetl.do?tracseId=AIG20240000487349&tracseTme=3&cstmConsTme=&crseTracseSe=C0061&trainstCstmrId=500033349456&tracseReqstsCd=&focusId=
